Train No,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,SU,M,TU,W,TH,F,SA,Class,Distance,Speed,Return
12345,Saraighat Express (P...,SF,ER,,,HWH,15:50,GHY,09:35,17h 45m,11,S,M,T,W,T,F,S,SL 3A 2A 1A,999 km,56 km/hr,12346
12346,Saraighat Express,SF,ER,,,GHY,12:30,HWH,05:10,16h 40m,11,S,M,T,W,T,F,S,SL 3A 2A 1A,999 km,59 km/hr,12345
12347,Howrah - Rampurhat (...,SF,ER,,,HWH,11:55,RPH,15:35,3h 40m,7,S,M,T,W,T,F,S,2S CC,207 km,56 km/hr,12348
12348,Rampurhat - Howrah (...,SF,ER,,,RPH,16:35,HWH,20:15,3h 40m,7,S,M,T,W,T,F,S,2S CC,207 km,56 km/hr,12347
12349,Bhagalpur - New Delh...,SF,ER,,,BGP,17:30,NDLS,13:00,19h 30m,9,,M,,,,,,SL 3A 2A,1221 km,62 km/hr,12350
12350,New Delhi-Bhagalpur ...,SF,ER,,,NDLS,23:45,BGP,20:00,20h 15m,9,,,T,,,,,SL 3A 2A,1221 km,60 km/hr,12349
12351,Howrah- Danapur Expr...,SF,ECR,,,HWH,20:35,DNR,06:40,10h 5m,24,S,M,T,W,T,F,S,SL 3A 2A 1A,541 km,53 km/hr,12352
12352,Danapur-Howrah Expre...,SF,ECR,,,DNR,20:35,HWH,06:35,10h 0m,24,S,M,T,W,T,F,S,SL 3A 2A 1A,541 km,54 km/hr,12351
12353,Howrah - Lal Kuan We...,SF,ER,,,HWH,08:15,LKU,08:40,24h 25m,14,,,,,,F,,SL 3A 2A,1347 km,55 km/hr,12354
12354,Lal Kuan - Howrah We...,SF,ER,,,LKU,18:35,HWH,18:55,24h 20m,15,,,,,,,S,SL 3A 2A,1347 km,55 km/hr,12353
12355,Archana Express,SF,ECR,,,RJPB,07:05,JAT,10:30,27h 25m,17,,,T,,,,S,SL 3A 2A,1511 km,55 km/hr,12356
12356,Archana Express,SF,ECR,,,JAT,20:10,RJPB,23:05,26h 55m,17,S,,,W,,,,SL 3A 2A,1511 km,56 km/hr,12355
12357,Durgiana SF Express,SF,ER,,,KOAA,12:20,ASR,17:20,29h 0m,12,,,T,,,,S,SL 3A 2A,1818 km,62 km/hr,12358
12358,Durgiana SF Express,SF,ER,,,ASR,05:55,KOAA,11:20,29h 25m,12,,M,,,T,,,SL 3A 2A,1818 km,61 km/hr,12357
12359,Kolkata - Patna Gari...,GR,ER,,,KOAA,20:05,PNBE,05:30,9h 25m,11,,,T,,T,,S,3A,536 km,56 km/hr,12360
12360,Patna-Kolkata Garib ...,GR,ER,,,PNBE,20:05,KOAA,05:15,9h 10m,11,S,,,W,,F,,3A,536 km,58 km/hr,12359
12361,Asansol-Mumbai CST S...,SF,ER,,,ASN,19:45,CSTM,06:15,34h 30m,17,S,,,,,,,SL 3A 2A,2040 km,59 km/hr,12362
12362,Mumbai CST-Asansol S...,SF,ER,,,CSTM,11:05,ASN,23:15,36h 10m,17,,,,W,,,,SL 3A 2A,2040 km,56 km/hr,12361
12363,Kolkata - Haldibari ...,SF,ER,,,KOAA,09:05,HDB,20:25,11h 20m,9,,,T,,T,,S,2S CC,627 km,55 km/hr,12364
12364,Haldibari - Kolkata ...,SF,ER,,,HDB,08:30,KOAA,19:40,11h 10m,9,S,,,W,,F,,2S CC,627 km,56 km/hr,12363
12365,Patna - Ranchi Jan S...,JShtb,ECR,,,PNBE,06:00,RNC,13:55,7h 55m,8,S,M,T,W,T,F,S,2S CC,408 km,51 km/hr,12366
12366,Ranchi - Patna Jan S...,JShtb,ECR,,,RNC,14:25,PNBE,22:15,7h 50m,8,S,M,T,W,T,F,S,2S CC,408 km,52 km/hr,12365
12367,Vikramshila Express,SF,ER,,,BGP,11:15,ANVT,08:00,20h 45m,19,S,M,T,W,T,F,S,SL 3A 2A 1A,1209 km,58 km/hr,12368
12368,Vikramshila Express,SF,ER,,,ANVT,14:40,BGP,12:25,21h 45m,19,S,M,T,W,T,F,S,SL 3A 2A 1A,1209 km,55 km/hr,12367
12369,Kumbha Express (PT),SF,ER,,,HWH,13:00,HW,16:05,27h 5m,15,S,M,,W,T,,S,SL 3A 2A,1538 km,56 km/hr,12370
12370,Kumbha Express,SF,ER,,,HW,23:55,HWH,03:15,27h 20m,15,S,M,T,,T,F,,SL 3A 2A,1538 km,56 km/hr,12369
12371,Howrah - Jaisalmer S...,SF,ER,,,HWH,08:15,JSM,23:40,39h 25m,27,,M,,,,,,SL 3A 2A,2248 km,57 km/hr,12372
12372,Jaisalmer - Howrah S...,SF,ER,,,JSM,01:10,HWH,16:30,39h 20m,27,,,,,T,,,SL 3A 2A,2248 km,57 km/hr,12371
12373,Sealdah - Rampurhat ...,SF,ER,,,SDAH,09:05,RPH,12:45,3h 40m,5,S,,,W,,F,,2S,214 km,58 km/hr,12374
12374,Rampurhat - Sealdah ...,SF,ER,,,RPH,11:00,SDAH,14:40,3h 40m,5,,M,,,T,,S,2S,214 km,58 km/hr,12373
12375,Chennai Central - As...,SF,ER,,,MAS,14:40,ASN,21:55,31h 15m,25,,,,,,,S,SL 3A 2A,1733 km,55 km/hr,12376
12376,Asansol - Chennai Ce...,SF,ER,,,ASN,16:00,MAS,22:45,30h 45m,25,,,,W,,,,SL 3A 2A,1733 km,56 km/hr,12375
12377,Padatik Express,SF,ER,,,SDAH,23:15,NJP,09:15,10h 0m,5,S,M,T,W,T,F,S,SL 3A 2A 1A,573 km,57 km/hr,12378
12378,Padatik Express (PT),SF,ER,,,NJP,21:00,SDAH,06:45,9h 45m,5,S,M,T,W,T,F,S,SL 3A 2A 1A,573 km,58 km/hr,12377
12379,Jallianwalabagh Expr...,SF,ER,,,SDAH,13:10,ASR,19:45,30h 35m,11,,,,,,F,,SL 3A 2A 1A,1901 km,62 km/hr,12380
12380,Jallianwalabagh Expr...,SF,ER,,,ASR,10:55,SDAH,17:25,30h 30m,11,S,,,,,,,SL 3A 2A 1A,1901 km,62 km/hr,12379
12381,Poorva Express (via ...,SF,ER,,,HWH,08:15,NDLS,07:35,23h 20m,19,S,,,W,T,,,SL 3A 2A 1A,1451 km,62 km/hr,12382
12382,Poorva Express (via ...,SF,ER,,,NDLS,16:15,HWH,16:55,24h 40m,19,,M,T,,,F,,SL 3A 2A 1A,1451 km,58 km/hr,12381
12383,Sealdah-Asansol SF I...,SF,ER,,,SDAH,17:00,ASN,20:55,3h 55m,7,,M,T,W,T,F,S,2S,220 km,56 km/hr,12384
12384,Asansol-Sealdah SF I...,SF,ER,,,ASN,06:45,SDAH,10:40,3h 55m,7,,M,T,W,T,F,S,2S,220 km,56 km/hr,12383
12389,Gaya - Chennai Egmor...,SF,ECR,,,GAYA,05:45,MS,20:30,38h 45m,14,S,,,,,,,SL 3A 2A,2345 km,60 km/hr,12390
12390,Chennai Egmore - Gay...,SF,ECR,,,MS,07:00,GAYA,21:40,38h 40m,14,,,T,,,,,SL 3A 2A,2345 km,60 km/hr,12389
12391,Shramjeevi SF Expres...,SF,ECR,,,RGD,08:10,NDLS,05:10,21h 0m,31,S,M,T,W,T,F,S,SL 3A 2A 1A,1103 km,52 km/hr,12392
12392,Shramjeevi SF Expres...,SF,ECR,,,NDLS,13:10,RGD,10:10,21h 0m,31,S,M,T,W,T,F,S,SL 3A 2A 1A,1103 km,52 km/hr,12391
12393,Sampoorna Kranti SF ...,SF,ECR,,,RJPB,17:35,NDLS,07:50,14h 15m,3,S,M,T,W,T,F,S,SL 3A 2A 1A,1002 km,70 km/hr,12394
12394,Sampoorna Kranti SF ...,SF,ECR,,,NDLS,17:25,RJPB,07:35,14h 10m,3,S,M,T,W,T,F,S,SL 3A 2A 1A,1002 km,70 km/hr,12393
12395,Ziyarat Express,SF,ECR,,,RJPB,18:45,AII,15:10,20h 25m,11,,,,W,,,,SL 3A 2A,1307 km,64 km/hr,12396
12396,Ziyarat Express,SF,ECR,,,AII,23:55,RJPB,23:05,23h 10m,12,,,,,T,,,SL 3A 2A,1307 km,56 km/hr,12395
12397,Mahabodhi SF Express...,SF,ECR,,,GAYA,14:20,NDLS,05:00,14h 40m,13,S,M,T,W,T,F,S,SL 3A 2A,993 km,67 km/hr,12398
12398,Mahabodhi SF Express,SF,ECR,,,NDLS,12:10,GAYA,05:25,17h 15m,13,S,M,T,W,T,F,S,SL 3A 2A,993 km,57 km/hr,12397
12401,Magadh Express,SF,NR,,,IPR,16:10,NDLS,11:50,19h 40m,26,S,M,T,W,T,F,S,SL 3A 2A 1A,1064 km,54 km/hr,12402
12402,Magadh Express,SF,NR,,,NDLS,20:00,IPR,13:55,17h 55m,26,S,M,T,W,T,F,S,SL 3A 2A 1A,1064 km,59 km/hr,12401
12403,Allahabad - Jaipur S...,SF,NCR,,,ALD,23:30,JP,12:50,13h 20m,12,S,M,T,W,T,F,S,SL 3A 2A 1A,782 km,58 km/hr,12404
12404,Jaipur - Allahabad S...,SF,NCR,,,JP,15:20,ALD,04:55,13h 35m,12,S,M,T,W,T,F,S,SL 3A 2A 1A,782 km,57 km/hr,12403
12405,Bhusaval-H.Nizamuddi...,SF,NR,,,BSL,05:40,NZM,07:20,25h 40m,26,S,,T,,,,,SL 3A 2A,1477 km,57 km/hr,12406
12406,H.Nizamuddin-Bhusava...,SF,NR,,,NZM,15:20,BSL,15:50,24h 30m,26,S,,,,,F,,SL 3A 2A,1477 km,60 km/hr,12405
12407,Karmabhoomi Express ...,SF,NR,,,NJP,08:15,ASR,17:35,33h 20m,17,,,,W,,,,,1827 km,54 km/hr,12408
12408,Karmabhoomi Express ...,SF,NR,,,ASR,09:30,NJP,18:35,33h 5m,17,,,,,,F,,,1827 km,55 km/hr,12407
12409,Raigarh - H.Nizamudd...,SF,NR,,,RIG,03:30,NZM,07:20,27h 50m,32,,M,,W,T,F,S,SL 3A 2A,1629 km,58 km/hr,12410
12410,H. Nizamuddin - Raig...,SF,NR,,,NZM,15:20,RIG,19:05,27h 45m,32,,M,T,W,T,,S,SL 3A 2A,1629 km,58 km/hr,12409
12411,Chandigarh - Amritsa...,SF,NR,,,CDG,07:00,ASR,11:35,4h 35m,6,S,M,T,W,T,F,S,2S CC,248 km,54 km/hr,12412
12412,Amritsar - Chandigar...,SF,NR,,,ASR,17:30,CDG,21:55,4h 25m,6,S,M,T,W,T,F,S,2S CC,248 km,56 km/hr,12411
12413,Pooja SF Express,SF,NR,,,AII,14:05,JAT,08:10,18h 5m,19,S,M,T,W,T,F,S,2S SL 3A 2A 1A,1019 km,56 km/hr,12414
12414,Pooja SF Express,SF,NR,,,JAT,18:10,AII,12:20,18h 10m,20,S,M,T,W,T,F,S,SL 3A 2A 1A,1019 km,56 km/hr,12413
12415,Indore - Hazrat Niza...,SF,NR,,,INDB,16:00,NZM,05:45,13h 45m,19,S,M,T,W,T,F,S,SL 3A 2A 1A,818 km,59 km/hr,12416
12416,Hazrat Nizamuddin - ...,SF,NR,,,DEE,21:10,INDB,12:00,14h 50m,20,S,M,T,W,T,F,S,SL 3A 2A 1A,831 km,56 km/hr,12415
12417,Prayagraj Express (P...,SF,NCR,,,ALD,21:30,NDLS,07:05,9h 35m,4,S,M,T,W,T,F,S,SL 3A 2A 1A,635 km,66 km/hr,12418
12418,Prayagraj Express,SF,NCR,,,NDLS,21:20,ALD,06:50,9h 30m,5,S,M,T,W,T,F,S,SL 3A 2A 1A,635 km,66 km/hr,12417
12419,Gomti Express,SF,NR,,,LKO,06:00,NDLS,14:55,8h 55m,14,S,M,T,W,T,F,S,2S CC 2A 1A,513 km,57 km/hr,12420
12420,Gomti Express,SF,NR,,,NDLS,12:25,LKO,21:25,9h 0m,14,S,M,T,W,T,F,S,2S CC 2A 1A,513 km,56 km/hr,12419
12421,Hazur Sahib Nanded -...,SF,NR,,,NED,11:00,ASR,22:05,35h 5m,20,,,,W,,,,SL 3A 2A,1936 km,55 km/hr,12422
12422,Amritsar - Hazur Sah...,SF,NR,,,ASR,14:30,NED,23:45,33h 15m,21,,M,,,,,,SL 3A 2A,1936 km,58 km/hr,12421
12423,Dibrugarh Town - New...,Raj,NR,,,DBRT,20:35,NDLS,10:15,37h 40m,18,S,M,T,W,T,F,S,3A 2A 1A,2441 km,64 km/hr,12424
12424,New Delhi - Dibrugar...,Raj,NR,,,NDLS,13:55,DBRT,04:55,39h 0m,18,S,M,T,W,T,F,S,3A 2A 1A,2441 km,62 km/hr,12423
12425,New Delhi-Jammu Tawi...,Raj,NR,,,NDLS,20:40,JAT,05:45,9h 5m,3,S,M,T,W,T,F,S,3A 2A 1A,577 km,63 km/hr,12426
12426,Jammu Tawi-New Delhi...,Raj,NR,,,JAT,19:40,NDLS,05:00,9h 20m,3,S,M,T,W,T,F,S,3A 2A 1A,577 km,61 km/hr,12425
12427,Rewa - Anand Vihar S...,SF,NR,,,REWA,16:00,ANVT,06:35,14h 35m,9,S,M,T,W,T,F,S,SL 3A 2A 1A,849 km,58 km/hr,12428
12428,Anand Vihar - Rewa S...,SF,NR,,,ANVT,21:15,REWA,11:00,13h 45m,10,S,M,T,W,T,F,S,SL 3A 2A 1A,849 km,61 km/hr,12427
12429,Lucknow - New Delhi ...,ACSF,NR,,,LKO,23:30,NDLS,07:25,7h 55m,3,S,M,T,W,T,F,S,3A 2A 1A,492 km,62 km/hr,12430
12430,New Delhi - Lucknow ...,ACSF,NR,,,NDLS,23:25,LKO,07:30,8h 5m,3,S,M,T,W,T,F,S,3A 2A 1A,492 km,60 km/hr,12429
12431,Trivandrum Central -...,Raj,NR,,,TVC,19:15,NZM,12:40,41h 25m,17,,,T,,T,F,,3A 2A 1A,2846 km,68 km/hr,12432
12432,Delhi Hazrat Nizamud...,Raj,NR,,,NZM,10:55,TVC,04:55,42h 0m,17,S,,T,W,,,,3A 2A 1A,2846 km,67 km/hr,12431
12433,Chennai Central-Hazr...,Raj,NR,,,MAS,06:10,NZM,10:25,28h 15m,7,S,,,,,F,,3A 2A 1A,2175 km,76 km/hr,12434
12434,Hazrat Nizamuddin-Ch...,Raj,NR,,,NZM,15:55,MAS,20:15,28h 20m,8,,,,W,,F,,3A 2A 1A,2175 km,76 km/hr,12433
12435,Dibrugarh Town - New...,Raj,NR,,,DBRT,19:20,NDLS,13:55,42h 35m,23,,M,,,,F,,3A 2A 1A,2459 km,57 km/hr,12436
12436,New Delhi - Dibrugar...,Raj,NR,,,NDLS,09:25,DBRT,06:15,44h 50m,23,S,,,,T,,,3A 2A 1A,2459 km,54 km/hr,12435
12437,Secunderabad - Hazra...,Raj,NR,,,SC,12:45,NZM,10:25,21h 40m,4,,,,W,,,,3A 2A 1A,1659 km,76 km/hr,12438
12438,Hazrat Nizamuddin - ...,Raj,NR,,,NZM,15:55,SC,14:00,22h 5m,4,S,,,,,,,3A 2A 1A,1659 km,75 km/hr,12437
12439,Ranchi - New Delhi R...,Raj,NR,,,RNC,17:55,NDLS,10:50,16h 55m,6,,,,W,,,S,3A 2A 1A,1308 km,77 km/hr,12440
12440,New Delhi - Ranchi R...,Raj,NR,,,NDLS,16:05,RNC,09:10,17h 5m,6,,M,,,,F,,3A 2A 1A,1308 km,76 km/hr,12439
12441,Bilaspur - New Delhi...,Raj,NR,,,BSP,14:00,NDLS,10:45,20h 45m,7,,M,,,T,,,3A 2A 1A,1504 km,72 km/hr,12442
12442,New Delhi - Bilaspur...,Raj,NR,,,NDLS,15:45,BSP,12:00,20h 15m,7,,,T,,,,S,3A 2A 1A,1504 km,74 km/hr,12441
12443,Haldia - Anand Vihar...,SF,NR,,,HLZ,08:30,ANVT,11:50,27h 20m,10,,,,,T,,,SL 3A,1580 km,57 km/hr,12444
12444,Anand Vihar - Haldia...,SF,NR,,,ANVT,19:10,HLZ,20:30,25h 20m,10,,,T,,,,,SL 3A,1580 km,62 km/hr,12443
12445,Uttar Sampark Kranti...,SKr,NR,,,NDLS,20:50,SVDK,08:40,11h 50m,9,S,M,T,W,T,F,S,SL 3A 2A 1A,654 km,55 km/hr,12446
12446,Uttar Sampark Kranti...,SKr,NR,,,SVDK,19:10,NDLS,06:50,11h 40m,9,S,M,T,W,T,F,S,SL 3A 2A 1A,654 km,56 km/hr,12445
12447,Uttar Pradesh Sampar...,SKr,NR,,,MKP,17:05,NZM,05:25,12h 20m,10,S,M,T,W,T,F,S,SL 3A 2A 1A,694 km,56 km/hr,12448
12448,Uttar Pradesh Sampar...,SKr,NR,,,NZM,20:10,MKP,08:35,12h 25m,10,S,M,T,W,T,F,S,SL 3A 2A 1A,694 km,55 km/hr,12447
12449,Goa Sampark Kranti E...,SKr,NR,,,MAO,11:20,CDG,23:45,36h 25m,12,,,T,W,,,,SL 3A 2A 1A,2161 km,59 km/hr,12450
12450,Goa Sampark Kranti E...,SKr,NR,,,CDG,01:30,MAO,14:45,37h 15m,12,,M,,,,,S,SL 3A 2A 1A,2161 km,58 km/hr,12449
12451,Shram Shakti Express...,SF,NCR,,,CNB,23:45,NDLS,06:30,6h 45m,0,S,M,T,W,T,F,S,SL 3A 2A 1A,441 km,65 km/hr,12452
12452,Shram Shakti Express,SF,NCR,,,NDLS,23:55,CNB,06:30,6h 35m,0,S,M,T,W,T,F,S,SL 3A 2A 1A,441 km,66 km/hr,12451
12453,Ranchi-New Delhi Raj...,Raj,NR,,,RNC,17:10,NDLS,10:50,17h 40m,4,S,,,,T,,,3A 2A 1A,1341 km,75 km/hr,12454
12454,New Delhi-Ranchi Raj...,Raj,NR,,,NDLS,16:05,RNC,10:45,18h 40m,4,,,,W,,,S,3A 2A 1A,1341 km,71 km/hr,12453
12455,Delhi Sarai Rohilla ...,SF,NR,,,DEE,22:45,BKN,13:15,14h 30m,19,S,M,T,W,T,F,S,SL 3A 2A 1A,803 km,55 km/hr,12456
12456,Bikaner - Delhi Sara...,SF,NR,,,BKN,16:45,DEE,07:20,14h 35m,19,S,M,T,W,T,F,S,SL 3A 2A 1A,803 km,55 km/hr,12455
12457,Delhi Sarai Rohilla-...,SF,NWR,,,DEE,23:35,BKN,07:30,7h 55m,12,S,M,T,W,T,F,S,SL 3A 2A,457 km,57 km/hr,12458
12458,Bikaner - Delhi Sara...,SF,NWR,,,BKN,22:20,DEE,06:10,7h 50m,12,S,M,T,W,T,F,S,SL 3A 2A,457 km,58 km/hr,12457
12459,New Delhi - Amritsar...,SF,NR,,,NDLS,13:40,ASR,21:45,8h 5m,13,S,M,T,W,T,F,S,2S CC,449 km,55 km/hr,12460
12460,Amritsar-New Delhi I...,SF,NR,,,ASR,06:15,NDLS,14:15,8h 0m,15,S,M,T,W,T,F,S,2S CC,449 km,56 km/hr,12459
12461,Mandore Express,SF,NWR,,,DLI,21:15,JU,07:50,10h 35m,16,S,M,T,W,T,F,S,SL 3A 2A 1A,619 km,58 km/hr,12462
12462,Mandore Express (PT),SF,NWR,,,JU,20:00,DLI,06:45,10h 45m,14,S,M,T,W,T,F,S,SL 3A 2A 1A,619 km,57 km/hr,12461
12463,Rajasthan Sampark Kr...,SKr,NWR,,,DEE,22:25,JU,08:25,10h 0m,6,S,,,W,,F,,SL 2A 1A,614 km,61 km/hr,12464
12464,Rajasthan Sampark Kr...,SKr,NWR,,,JU,19:00,DEE,05:35,10h 35m,6,,,T,,T,,S,SL 2A 1A,614 km,58 km/hr,12463
12465,Ranthambhore Express,SF,NWR,,,INDB,06:00,JU,22:15,16h 15m,25,S,M,T,W,T,F,S,2S SL CC 3A,910 km,55 km/hr,12466
12466,Ranthambhore Express...,SF,NWR,,,JU,06:10,INDB,22:40,16h 30m,24,S,M,T,W,T,F,S,2S SL CC 3A,910 km,55 km/hr,12465
12467,Bikaner-Jaipur Leela...,SF,NWR,,,BKN,06:00,JP,12:35,6h 35m,13,S,M,T,W,T,F,S,2S,380 km,57 km/hr,12468
12468,Jaipur Bikaner Leela...,SF,NWR,,,JP,16:15,BKN,22:50,6h 35m,13,S,M,T,W,T,F,S,2S,380 km,57 km/hr,12467
12469,Kanpur - JammuTawi (...,SF,NR,,,CNB,17:15,JAT,11:50,18h 35m,12,,,,W,,F,,SL 3A,1026 km,55 km/hr,12470
12470,JammuTawi - Kanpur (...,SF,NR,,,JAT,20:10,CNB,14:50,18h 40m,12,,,T,,T,,,SL 3A,1026 km,54 km/hr,12469
12471,Swaraj Express (PT),SF,NR,,,BDTS,07:55,SVDK,17:10,33h 15m,24,S,M,,,T,F,,SL 3A 2A,2029 km,61 km/hr,12472
12472,Swaraj Express,SF,NR,,,SVDK,09:10,BDTS,18:05,32h 55m,24,,,T,W,,F,S,SL 3A 2A,2029 km,61 km/hr,12471
12473,Sarvodaya Express,SF,NR,,,ADI,11:30,SVDK,17:10,29h 40m,24,,,,,,,S,SL 3A 2A,1747 km,58 km/hr,12474
12474,Sarvodaya Express,SF,NR,,,SVDK,09:10,ADI,14:15,29h 5m,23,,,,,T,,,SL 3A 2A,1747 km,60 km/hr,12473
12475,Sarvodaya Express,SF,NR,,,HAPA,05:20,SVDK,17:10,35h 50m,29,,,,W,,,,SL 3A 2A,2070 km,57 km/hr,12476
12476,Sarvodaya Express,SF,NR,,,SVDK,09:10,HAPA,20:50,35h 40m,29,,M,,,,,,SL 3A 2A,2070 km,58 km/hr,12475
12477,Jamnagar - Sri Mata ...,SF,NR,,,JAM,05:05,SVDK,17:10,36h 5m,29,,,T,,,,,SL 3A 2A,2078 km,57 km/hr,12478
12478,Katra - Jamnagar (Si...,SF,NR,,,SVDK,09:10,JAM,21:00,35h 50m,29,S,,,,,,,SL 3A 2A,2079 km,58 km/hr,12477
12479,Suryanagari SF Expre...,SF,NWR,,,JU,18:45,BDTS,11:35,16h 50m,15,S,M,T,W,T,F,S,SL 3A 2A 1A,942 km,55 km/hr,12480
12480,Suryanagari SF Expre...,SF,NWR,,,BDTS,13:30,JU,06:35,17h 5m,15,S,M,T,W,T,F,S,SL 3A 2A 1A,942 km,55 km/hr,12479
12481,Delhi Sriganganagar ...,SF,NR,,,DLI,13:10,SGNR,20:40,7h 30m,14,S,M,T,W,T,F,S,2S CC,425 km,56 km/hr,12482
12482,Sriganganagar - Delh...,SF,NR,,,SGNR,05:45,DLI,13:35,7h 50m,14,S,M,T,W,T,F,S,2S CC,425 km,54 km/hr,12481
12483,Kochuveli - Amritsar...,SF,NR,,,KCVL,09:20,ASR,19:45,58h 25m,24,,,,W,,,,SL 3A 2A,3295 km,56 km/hr,12484
12484,Amritsar - Kochuveli...,SF,NR,,,ASR,05:55,KCVL,15:15,57h 20m,24,S,,,,,,,SL 3A 2A,3295 km,57 km/hr,12483
12485,Hazur Sahib Nanded -...,SF,NWR,,,NED,11:00,SGNR,22:30,35h 30m,24,S,M,,,T,,,SL 3A 2A,1960 km,55 km/hr,12486
12486,Sriganganagar - Hazu...,SF,NWR,,,SGNR,14:45,NED,23:45,33h 0m,24,,,T,,,F,S,SL 3A 2A,1960 km,59 km/hr,12485
12487,Seemanchal Express (...,SF,NR,,,JBN,20:00,ANVT,21:00,25h 0m,15,S,M,T,W,T,F,S,SL 3A 2A,1382 km,55 km/hr,12488
12488,Seemanchal Express,SF,NR,,,ANVT,07:30,JBN,08:25,24h 55m,15,S,M,T,W,T,F,S,SL 3A 2A,1382 km,55 km/hr,12487
12489,Bikaner-Dadar SF Exp...,SF,NWR,,,BKN,13:40,DDR,12:00,22h 20m,18,,,T,,,,S,SL 3A 2A,1251 km,56 km/hr,12490
12490,Dadar - Bikaner SF E...,SF,NWR,,,DDR,14:35,BKN,13:10,22h 35m,18,S,,,W,,,,SL 3A 2A,1251 km,55 km/hr,12489
12491,Maur Dhwaj Express,SF,NR,,,BJU,05:00,JAT,11:50,30h 50m,19,S,,,,,,,SL 3A,1611 km,52 km/hr,12492
12492,Maur Dhwaj Express,SF,NR,,,JAT,20:10,BJU,02:10,30h 0m,20,,,,,,F,,SL 3A,1611 km,53 km/hr,12491
12495,Pratap Express,SF,NWR,,,BKN,05:20,KOAA,13:15,31h 55m,18,,,,,T,,,SL 3A 2A,1887 km,59 km/hr,12496
12496,Pratap Express,SF,NWR,,,KOAA,22:45,BKN,05:50,31h 5m,18,,,,,,F,,SL 3A 2A,1887 km,60 km/hr,12495
12497,Shan-e-Punjab Expres...,SF,NR,,,NDLS,06:40,ASR,14:20,7h 40m,10,S,M,T,W,T,F,S,2S CC,449 km,58 km/hr,12498
12498,Shan-e-Punjab Expres...,SF,NR,,,ASR,15:10,NDLS,22:50,7h 40m,11,S,M,T,W,T,F,S,2S CC,449 km,58 km/hr,12497
12501,Poorvottar Sampark K...,SKr,NFR,,,GHY,06:15,NDLS,13:00,30h 45m,6,,,T,W,,,S,SL 3A 2A 1A,1904 km,61 km/hr,12502
12502,Poorvottar Sampark K...,SKr,NFR,,,NDLS,23:45,GHY,08:45,33h 0m,6,S,,,W,T,,,SL 3A 2A 1A,1904 km,57 km/hr,12501
12505,North East Express,SF,NFR,,,GHY,09:45,ANVT,19:20,33h 35m,27,S,M,T,W,T,F,S,SL 3A 2A,1868 km,55 km/hr,12506
12506,North East Express (...,SF,NFR,,,ANVT,06:45,GHY,16:50,34h 5m,26,S,M,T,W,T,F,S,SL 3A 2A,1868 km,54 km/hr,12505
12507,Thiruvananthapuram -...,SF,NFR,,,TVC,17:00,GHY,08:15,63h 15m,50,,,T,,,,,2S SL 3A 2A,3551 km,56 km/hr,12508
12508,Guwahati - Trivandru...,SF,NFR,,,GHY,06:20,TVC,22:35,64h 15m,45,,,,,,F,,2S SL 3A 2A,3552 km,55 km/hr,12507
12509,Bengaluru-Guwahati (...,SF,NFR,,,SBC,23:30,GHY,06:00,54h 30m,40,,,,W,T,F,,SL 3A 2A,2993 km,54 km/hr,12510
12510,Guwahati-Bengaluru (...,SF,NFR,,,GHY,06:20,SBC,11:50,53h 30m,40,S,M,T,,,,,SL 3A 2A,2993 km,55 km/hr,12509
12511,Raptisagar SF Expres...,SF,NER,,,GKP,06:35,TVC,17:15,58h 40m,59,S,,,,T,F,,SL 3A 2A,3248 km,55 km/hr,12512
12512,Raptisagar SF Expres...,SF,NER,,,TVC,06:10,GKP,15:20,57h 10m,58,S,,T,W,,,,SL 3A 2A,3248 km,56 km/hr,12511
12513,Secunderabad- Guwaha...,SF,NFR,,,SC,07:30,GHY,06:00,46h 30m,29,S,,,,,,,SL 3A 2A,2517 km,54 km/hr,12514
12514,Guwahati- Secunderab...,SF,NFR,,,GHY,06:20,SC,04:20,46h 0m,28,,,,,T,,,SL 3A 2A,2517 km,54 km/hr,12513
12515,Trivandrum Central -...,SF,NFR,,,TVC,12:40,GHY,05:40,65h 0m,48,S,,,,,,,2S SL 3A 2A,3551 km,54 km/hr,12516
12516,Guwahati-Trivandrum ...,SF,NFR,,,GHY,06:20,TVC,22:35,64h 15m,46,,,,W,,,,2S SL 3A 2A,3552 km,55 km/hr,12515
12517,Kolkata - Guwahati G...,GR,NFR,,,KOAA,21:40,GHY,15:40,18h 0m,12,S,,,,T,,,3A,1002 km,55 km/hr,12518
12518,Guwahati - Kolkata G...,GR,NFR,,,GHY,21:00,KOAA,15:00,18h 0m,12,,,,W,,,S,3A,1004 km,55 km/hr,12517
12519,Mumbai LTT - Kamakhy...,ACSF,NFR,,,LTT,07:50,KYQ,04:25,44h 35m,24,S,,,,,,,3A 2A 1A,2562 km,57 km/hr,12520
12520,Kamakhya - Mumbai LT...,ACSF,NFR,,,KYQ,20:55,LTT,17:30,44h 35m,24,,,,,T,,,3A 2A 1A,2562 km,57 km/hr,12519
12521,Rapti Sagar SF Expre...,SF,ECR,,,BJU,23:00,ERS,13:00,62h 0m,61,,M,,,,,,SL 3A 2A,3438 km,55 km/hr,12522
12522,Rapti Sagar SF Expre...,SF,ECR,,,ERS,10:15,BJU,22:50,60h 35m,60,,,,,,F,,SL 3A 2A,3438 km,56 km/hr,12521
