Train No,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,SU,M,TU,W,TH,F,SA,Class,Distance,Speed,Return
12168,Varanasi - Mumbai LT...,SF,CR,,,BSB,10:25,LTT,12:25,26h 0m,11,S,M,T,W,T,F,S,SL 3A 2A 1A,1491 km,57 km/hr,12167
12169,Pune-Solapur InterCi...,SF,CR,,,PUNE,09:30,SUR,13:30,4h 0m,3,S,M,T,W,T,F,S,2S CC,263 km,65 km/hr,12170
12170,Solapur-Pune Interci...,SF,CR,,,SUR,14:00,PUNE,18:05,4h 5m,3,S,M,T,W,T,F,S,2S CC,263 km,64 km/hr,12169
12171,Mumbai LTT - Haridwa...,ACSF,CR,,,LTT,07:55,HW,13:10,29h 15m,9,,M,,,T,,,3A 2A 1A,1770 km,60 km/hr,12172
12172,Haridwar - Mumbai LT...,ACSF,CR,,,HW,18:50,LTT,23:45,28h 55m,9,,,T,,,F,,3A 2A 1A,1769 km,61 km/hr,12171
12173,Udyog Nagri Express,SF,CR,,,LTT,16:25,PBH,18:55,26h 30m,11,S,,T,,,,,SL 3A 2A,1580 km,59 km/hr,12174
12174,Udyog Nagri Express,SF,CR,,,PBH,01:50,LTT,06:00,28h 10m,11,,,T,,T,,,SL 3A 2A,1580 km,56 km/hr,12173
12175,Chambal Express,SF,NCR,,,HWH,17:45,GWL,17:25,23h 40m,29,S,,T,W,,,,SL 3A 2A,1288 km,54 km/hr,12176
12176,Chambal Express,SF,NCR,,,GWL,07:05,HWH,06:45,23h 40m,29,,,T,,T,,S,SL 3A 2A,1288 km,54 km/hr,12175
12177,Howrah-Mathura Chamb...,SF,NCR,,,HWH,17:45,MTJ,20:30,26h 45m,32,,,,,,F,,SL 3A 2A,1459 km,54 km/hr,12178
12178,Mathura-Howrah Chamb...,SF,NCR,,,MTJ,04:15,HWH,06:45,26h 30m,32,,M,,,,,,SL 3A 2A,1459 km,55 km/hr,12177
12179,Lucknow Jn. - Agra C...,SF,NCR,,,LJN,15:55,AGC,21:55,6h 0m,11,S,M,T,W,T,F,S,2S CC,332 km,55 km/hr,12180
12180,Agra Cantt. - Luckno...,SF,NCR,,,AGC,05:50,LJN,11:45,5h 55m,11,S,M,T,W,T,F,S,2S CC,332 km,56 km/hr,12179
12181,Dayodaya Express,SF,WCR,,,JBP,20:25,AII,14:20,17h 55m,20,S,M,T,W,T,F,S,SL 3A 2A 1A,1027 km,57 km/hr,12182
12182,Dayodaya Express,SF,WCR,,,AII,15:30,JBP,08:45,17h 15m,20,S,M,T,W,T,F,S,SL 3A 2A 1A,1027 km,59 km/hr,12181
12183,Bhopal - Pratapgarh ...,SF,WCR,,,BPL,19:20,PBH,09:00,13h 40m,9,S,,T,,,F,,SL 3A 2A,757 km,55 km/hr,12184
12184,Pratapgarh - Bhopal ...,SF,WCR,,,PBH,19:10,BPL,08:50,13h 40m,9,,M,,W,,,S,SL 3A 2A,757 km,55 km/hr,12183
12185,Rewanchal Express (P...,SF,WCR,,,HBJ,22:00,REWA,08:00,10h 0m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,555 km,55 km/hr,12186
12186,Rewanchal Express (P...,SF,WCR,,,REWA,20:05,HBJ,06:05,10h 0m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,555 km,55 km/hr,12185
12187,Jabalpur - Mumbai CS...,GR,WCR,,,JBP,19:30,CSTM,12:15,16h 45m,13,,M,,W,,F,,3A,994 km,59 km/hr,12188
12188,Mumbai CST - Jabalpu...,GR,WCR,,,CSTM,13:30,JBP,06:00,16h 30m,14,,,T,,T,,S,3A,994 km,60 km/hr,12187
12189,Mahakoshal Express (...,SF,WCR,,,JBP,18:10,NZM,11:40,17h 30m,27,S,M,T,W,T,F,S,SL 3A 2A 1A,957 km,54 km/hr,12190
12190,Mahakoshal Express,SF,WCR,,,NZM,16:05,JBP,09:35,17h 30m,26,S,M,T,W,T,F,S,SL 3A 2A 1A,961 km,54 km/hr,12189
12191,Shridham SF Express,SF,WCR,,,NDLS,14:05,JBP,07:15,17h 10m,22,S,M,T,W,T,F,S,SL 3A 2A 1A,1039 km,60 km/hr,12192
12192,Shridham SF Express ...,SF,WCR,,,JBP,17:30,NDLS,11:50,18h 20m,22,S,M,T,W,T,F,S,SL 3A 2A 1A,1039 km,56 km/hr,12191
12193,Yesvantpur - Jabalpu...,SF,WCR,,,YPR,15:50,JBP,22:15,30h 25m,18,S,,,,,,,SL 3A 2A,1735 km,57 km/hr,12194
12194,Jabalpur - Yesvantpu...,SF,WCR,,,JBP,06:45,YPR,13:30,30h 45m,18,,,,,,,S,SL 3A 2A,1735 km,56 km/hr,12193
12195,Agra Fort - Ajmer In...,SF,NCR,,,AF,05:05,AII,11:50,6h 45m,12,S,M,T,W,T,F,S,2S CC,375 km,55 km/hr,12196
12196,Ajmer-Agra Fort Inte...,SF,NCR,,,AII,15:00,AF,21:40,6h 40m,12,S,M,T,W,T,F,S,2S CC,375 km,56 km/hr,12195
12197,Bhopal Gwalior Inter...,SF,NCR,,,BPL,15:30,GWL,00:15,8h 45m,9,,M,T,,T,F,S,2S,484 km,55 km/hr,12198
12198,Gwalior Bhopal Inter...,SF,NCR,,,GWL,06:30,BPL,15:00,8h 30m,9,,M,T,,T,F,S,2S,484 km,56 km/hr,12197
12201,Mumbai LTT - Kochuve...,GR,SR,,,LTT,16:55,KCVL,20:25,27h 30m,23,,M,,,,F,,CC 3A,1504 km,54 km/hr,12202
12202,Kochuveli - Mumbai L...,GR,SR,,,KCVL,08:45,LTT,11:45,27h 0m,23,S,,,,T,,,CC 3A,1504 km,55 km/hr,12201
12203,Saharsa - Amritsar G...,GR,NR,,,SHC,15:00,ASR,21:05,30h 5m,20,S,M,,,T,,,CC 3A,1713 km,56 km/hr,12204
12204,Amritsar - Saharsa G...,GR,NR,,,ASR,04:20,SHC,10:10,29h 50m,19,S,,,W,,,S,CC 3A,1713 km,57 km/hr,12203
12205,Nanda Devi AC Expres...,ACSF,NR,,,NDLS,23:50,DDN,05:40,5h 50m,5,S,M,T,W,T,F,S,3A 2A 1A,305 km,52 km/hr,12206
12206,Nanda Devi AC Expres...,ACSF,NR,,,DDN,23:30,NDLS,05:20,5h 50m,5,S,M,T,W,T,F,S,3A 2A 1A,305 km,52 km/hr,12205
12207,Kathgodam - Jammu Ta...,GR,NR,,,KGM,18:30,JAT,09:50,15h 20m,14,,,T,,,,,3A,768 km,50 km/hr,12208
12208,Jammu Tawi - Kathgod...,GR,NR,,,JAT,23:15,KGM,14:40,15h 25m,14,S,,,,,,,3A,768 km,49 km/hr,12207
12209,Kanpur-Kathgodam Gar...,GR,NR,,,CNB,06:15,KGM,15:05,8h 50m,7,,,T,,,,,3A,459 km,51 km/hr,12210
12210,Kathgodam-Kanpur Gar...,GR,NR,,,KGM,18:30,CNB,04:35,10h 5m,7,,M,,,,,,3A,459 km,45 km/hr,12209
12211,Muzaffarpur - Anand ...,GR,NR,,,MFP,15:15,ANVT,12:35,21h 20m,10,,,,,,F,,3A,1059 km,49 km/hr,12212
12212,Anand Vihar - Muzaff...,GR,NR,,,ANVT,20:55,MFP,18:05,21h 10m,10,,,,W,,,,3A,1059 km,50 km/hr,12211
12213,Yesvantpur - Delhi S...,Drnt,SWR,,,YPR,23:40,DEE,07:00,31h 20m,2,,,,,,,S,3A 2A 1A,2386 km,76 km/hr,12214
12214,Delhi Sarai Rohilla ...,Drnt,SWR,,,DEE,23:00,YPR,07:55,32h 55m,7,,M,,,,,,3A 2A 1A,2386 km,72 km/hr,12213
12215,Delhi Sarai Rohilla-...,GR,NR,,,DEE,09:20,BDTS,08:10,22h 50m,16,,M,T,,T,,S,3A,1439 km,63 km/hr,12216
12216,Mumbai Bandra T-Delh...,GR,NR,,,BDTS,12:45,DEE,12:15,23h 30m,16,S,,T,W,,F,,3A,1439 km,61 km/hr,12215
12217,Kerala Sampark Krant...,SKr,NR,,,KCVL,09:20,CDG,15:45,54h 25m,19,,M,,,,,S,SL 3A 2A 1A,3091 km,56 km/hr,12218
12218,Kerala Sampark Krant...,SKr,NR,,,CDG,08:55,KCVL,14:45,53h 50m,19,,,,W,,F,,SL 3A 2A 1A,3091 km,57 km/hr,12217
12219,Mumbai LTT-Secundera...,Drnt,SCR,,,LTT,23:05,SC,11:05,12h 0m,1,,,,W,,,S,3A 2A 1A,771 km,64 km/hr,12220
12220,Secunderabad-Mumbai ...,Drnt,SCR,,,SC,23:05,LTT,11:05,12h 0m,1,,,T,,,F,,3A 2A 1A,771 km,64 km/hr,12219
12221,Pune- Howrah AC Duro...,Drnt,SER,,,PUNE,15:15,HWH,19:40,28h 25m,6,,M,,,,,S,3A 2A 1A,2021 km,71 km/hr,12222
12222,Howrah- Pune AC Duro...,Drnt,SER,,,HWH,08:20,PUNE,11:45,27h 25m,6,,,,,T,,S,3A 2A 1A,2021 km,73 km/hr,12221
12223,Mumbai LTT - Ernakul...,Drnt,CR,,,LTT,20:50,ERS,17:50,21h 0m,5,,,T,,,,S,3A 2A 1A,1293 km,61 km/hr,12224
12224,Ernakulam - Mumbai L...,Drnt,CR,,,ERS,21:30,LTT,18:15,20h 45m,5,S,,,W,,,,3A 2A 1A,1293 km,62 km/hr,12223
12225,Kaifiyat SF Express ...,SF,NR,,,AMH,16:25,DLI,07:05,14h 40m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,800 km,54 km/hr,12226
12226,Kaifiyat SF Express,SF,NR,,,DLI,19:15,AMH,09:30,14h 15m,13,S,M,T,W,T,F,S,SL 3A 2A 1A,800 km,56 km/hr,12225
12227,Mumbai Central- Indo...,Drnt,WR,,,BCT,23:15,INDB,11:20,12h 5m,3,,,,,T,,S,3A 2A 1A,830 km,68 km/hr,12228
12228,Indore-Mumbai Centra...,Drnt,WR,,,INDB,23:00,BCT,11:40,12h 40m,3,S,,,,,F,,3A 2A 1A,830 km,65 km/hr,12227
12229,Lucknow Mail,SF,NR,,,LKO,22:15,NDLS,07:15,9h 0m,7,S,M,T,W,T,F,S,SL 3A 2A 1A,492 km,54 km/hr,12230
12230,Lucknow Mail,SF,NR,,,NDLS,22:05,LKO,06:45,8h 40m,7,S,M,T,W,T,F,S,SL 3A 2A 1A,492 km,56 km/hr,12229
12231,Lucknow-Chandigarh S...,SF,NR,,,LKO,22:30,CDG,10:00,11h 30m,13,S,M,T,W,T,F,S,SL 3A 2A,645 km,56 km/hr,12232
12232,Chandigarh - Lucknow...,SF,NR,,,CDG,21:10,LKO,08:50,11h 40m,13,S,M,T,W,T,F,S,SL 3A 2A,645 km,55 km/hr,12231
12235,Dibrugarh - New Delh...,Raj,NR,,,DBRG,19:25,NDLS,13:55,42h 30m,23,,,,,T,,,3A 2A 1A,2453 km,57 km/hr,12236
12236,New Delhi - Dibrugar...,Raj,NR,,,NDLS,09:25,DBRG,05:30,44h 5m,23,,,T,,,,,3A 2A 1A,2453 km,55 km/hr,12235
12237,Varanasi-Jammu Tawi ...,SF,NR,,,BSB,12:50,JAT,11:25,22h 35m,9,S,M,T,W,T,F,S,SL 3A 2A,1260 km,55 km/hr,12238
12238,Jammu Tawi-Varanasi ...,SF,NR,,,JAT,14:00,BSB,12:40,22h 40m,9,S,M,T,W,T,F,S,SL 3A 2A,1260 km,55 km/hr,12237
12239,Mumbai Central - Jai...,Drnt,WR,,,BCT,23:15,JP,14:35,15h 20m,4,S,,T,,,,,3A 2A 1A,1160 km,75 km/hr,12240
12240,Jaipur - Mumbai Cent...,Drnt,WR,,,JP,19:10,BCT,11:40,16h 30m,3,,,T,,T,,,3A 2A 1A,1160 km,70 km/hr,12239
12241,Chandigarh - Amritsa...,SF,NR,,,CDG,17:10,ASR,21:25,4h 15m,4,S,M,T,W,T,F,S,2S CC,248 km,58 km/hr,12242
12242,Amritsar - Chandigar...,SF,NR,,,ASR,05:15,CDG,09:10,3h 55m,4,S,M,T,W,T,F,S,2S CC,248 km,63 km/hr,12241
12243,Chennai Central - Co...,Shtb,SR,,,MAS,07:15,CBE,14:15,7h 0m,3,S,M,,W,T,F,S,CC Ex,494 km,70 km/hr,12244
12244,Coimbatore - Chennai...,Shtb,SR,,,CBE,15:20,MAS,22:15,6h 55m,3,S,M,,W,T,F,S,CC Ex,494 km,71 km/hr,12243
12245,Howrah-Yesvantpur Du...,Drnt,SER,,,HWH,11:00,YPR,16:00,29h 0m,4,S,,T,W,,F,S,SL 3A 2A 1A,1953 km,67 km/hr,12246
12246,Yesvantpur-Howrah Du...,Drnt,SER,,,YPR,11:15,HWH,16:10,28h 55m,4,S,M,T,,T,F,,SL 3A 2A 1A,1953 km,67 km/hr,12245
12247,Bandra Terminus - Ha...,ACSF,WR,,,BDTS,16:35,NZM,09:40,17h 5m,5,,,,,,F,,CC 3A 2A,1367 km,80 km/hr,12248
12248,Hazrat Nizamuddin - ...,ACSF,WR,,,NZM,15:35,BDTS,09:20,17h 45m,5,,,,,,,S,CC 3A 2A,1367 km,77 km/hr,12247
12249,Howrah - New Delhi Y...,ACSF,ER,,,HWH,18:40,NDLS,11:30,16h 50m,5,,,,,,,S,CC 3A 2A,1451 km,86 km/hr,12250
12250,New Delhi - Howrah Y...,ACSF,ER,,,NDLS,19:40,HWH,12:40,17h 0m,5,S,,,,,,,CC 3A,1451 km,85 km/hr,12249
12251,Wainganga SF Express,SF,SWR,,,YPR,23:40,KRBA,04:30,28h 50m,24,,,T,,,F,,SL 3A 2A,1618 km,56 km/hr,12252
12252,Wainganga SF Express...,SF,SWR,,,KRBA,08:00,YPR,13:30,29h 30m,24,S,,,,T,,,SL 3A 2A,1606 km,54 km/hr,12251
12253,Anga SF Express (PT),SF,SWR,,,YPR,13:30,BGP,08:30,43h 0m,24,,,,,,,S,SL 3A 2A,2465 km,57 km/hr,12254
12254,Anga SF Express (PT),SF,SWR,,,BGP,13:30,YPR,09:05,43h 35m,26,,,,W,,,,SL 3A 2A,2465 km,56 km/hr,12253
12257,Yesvantpur-Kochuveli...,GR,SWR,,,YPR,21:00,KCVL,13:00,16h 0m,16,S,,T,,T,,,3A,801 km,50 km/hr,12258
12258,Kochuveli-Yesvantpur...,GR,SWR,,,KCVL,17:00,YPR,09:30,16h 30m,16,,M,,W,,F,,3A,801 km,48 km/hr,12257
12259,Sealdah - New Delhi ...,Drnt,ER,,,SDAH,18:30,NDLS,11:30,17h 0m,3,S,M,,W,T,,,3A 2A 1A,1458 km,85 km/hr,12260
12260,New Delhi - Sealdah ...,Drnt,ER,,,NDLS,19:40,SDAH,12:35,16h 55m,3,,M,T,,T,F,,3A 2A 1A,1458 km,86 km/hr,12259
12261,Mumbai CST - Howrah ...,Drnt,SER,,,CSTM,17:15,HWH,19:40,26h 25m,6,S,,T,W,T,,,3A 2A 1A,1966 km,74 km/hr,12262
12262,Howrah-Mumbai CST AC...,Drnt,SER,,,HWH,08:20,CSTM,10:30,26h 10m,5,,M,T,W,,F,,3A 2A 1A,1966 km,75 km/hr,12261
12263,Pune - Hazrat Nizamu...,Drnt,NR,,,PUNE,11:10,NZM,06:55,19h 45m,6,,,T,,,F,,3A 2A 1A,1512 km,76 km/hr,12264
12264,Hazrat Nizamuddin - ...,Drnt,NR,,,NZM,10:55,PUNE,07:10,20h 15m,6,,M,,,T,,,3A 2A 1A,1512 km,74 km/hr,12263
12265,Delhi Sarai Rohilla ...,Drnt,NR,,,DEE,22:15,JAT,07:20,9h 5m,0,S,,T,,,F,,SL 3A 2A 1A,576 km,63 km/hr,12266
12266,Jammu Tawi - Delhi S...,Drnt,NR,,,JAT,19:20,DEE,04:20,9h 0m,0,,M,,W,,,S,SL 3A 2A 1A,576 km,64 km/hr,12265
12267,Mumbai Central-Ahmed...,Drnt,WR,,,BCT,23:25,ADI,05:50,6h 25m,0,S,M,T,W,T,F,S,3A 2A 1A,493 km,76 km/hr,12268
12268,Ahmedabad-Mumbai Cen...,Drnt,WR,,,ADI,23:45,BCT,06:00,6h 15m,0,S,M,T,W,T,F,S,3A 2A 1A,493 km,78 km/hr,12267
12269,Chennai Central - De...,Drnt,SR,,,MAS,06:40,NZM,10:35,27h 55m,6,,M,,,,F,,SL 3A 2A 1A,2175 km,77 km/hr,12270
12270,Delhi Hazrat Nizamud...,Drnt,SR,,,NZM,15:45,MAS,20:10,28h 25m,6,,,T,,,,S,SL 3A 2A 1A,2175 km,76 km/hr,12269
12273,Howrah - New Delhi D...,Drnt,ER,,,HWH,12:45,NDLS,06:20,17h 35m,3,,M,,,,F,,SL 3A 2A 1A,1451 km,82 km/hr,12274
12274,New Delhi - Howrah D...,Drnt,ER,,,NDLS,12:55,HWH,06:10,17h 15m,3,,,T,,,,S,SL 3A 2A 1A,1451 km,84 km/hr,12273
12275,Allahabad-New Delhi ...,Drnt,NCR,,,ALD,22:40,NDLS,06:20,7h 40m,1,S,,T,,T,,,SL 3A 2A 1A,632 km,82 km/hr,12276
12276,New Delhi-Allahabad ...,Drnt,NCR,,,NDLS,22:40,ALD,06:10,7h 30m,1,,M,,W,,F,,SL 3A 2A 1A,632 km,84 km/hr,12275
12277,Howrah - Puri Shatab...,Shtb,ECoR,,,HWH,14:25,PURI,22:00,7h 35m,6,S,M,T,,T,F,S,CC Ex,500 km,65 km/hr,12278
12278,Puri - Howrah Shatab...,Shtb,ECoR,,,PURI,05:45,HWH,13:40,7h 55m,6,S,M,T,,T,F,S,CC Ex,500 km,63 km/hr,12277
12279,Taj Express,SF,NR,,,JHS,15:20,NZM,22:05,6h 45m,9,S,M,T,W,T,F,S,2S CC,403 km,59 km/hr,12280
12280,Taj Express,SF,NR,,,NZM,07:05,JHS,14:10,7h 5m,9,S,M,T,W,T,F,S,2S CC,403 km,56 km/hr,12279
12281,Bhubaneswar-New Delh...,Drnt,ECoR,,,BBS,08:10,NDLS,06:20,22h 10m,4,,,,W,,,,SL 3A 2A 1A,1726 km,77 km/hr,12282
12282,New Delhi-Bhubaneswa...,Drnt,ECoR,,,NDLS,12:55,BBS,10:50,21h 55m,4,,,,,T,,,SL 3A 2A 1A,1726 km,78 km/hr,12281
12283,Ernakulam-Hazrat Niz...,Drnt,NR,,,ERS,23:30,NZM,19:40,44h 10m,2,,,T,,,,,SL 3A 2A 1A,2636 km,59 km/hr,12284
12284,Hazrat Nizamuddin-Er...,Drnt,NR,,,NZM,21:35,ERS,17:45,44h 10m,8,,,,,,,S,SL 3A 2A 1A,2640 km,59 km/hr,12283
12285,Secunderabad - Hazra...,Drnt,SCR,,,SC,13:10,NZM,10:35,21h 25m,3,S,,,,T,,,SL 3A 2A 1A,1659 km,77 km/hr,12286
12286,Hazrat Nizamuddin - ...,Drnt,SCR,,,NZM,15:45,SC,14:00,22h 15m,3,,M,,,,F,,SL 3A 2A 1A,1659 km,74 km/hr,12285
12289,Mumbai CST - Nagpur ...,Drnt,CR,,,CSTM,20:15,NGP,07:20,11h 5m,3,S,M,T,W,T,F,S,SL 3A 2A 1A,835 km,75 km/hr,12290
12290,Nagpur - Mumbai CST ...,Drnt,CR,,,NGP,20:40,CSTM,07:55,11h 15m,2,S,M,T,W,T,F,S,SL 3A 2A 1A,835 km,74 km/hr,12289
12291,Yesvantpur-Chennai W...,SF,SWR,,,YPR,22:45,MAS,05:15,6h 30m,5,,,,,,F,,SL 3A 2A,365 km,56 km/hr,12292
12292,Chennai-Yesvantpur W...,SF,SWR,,,MAS,23:30,YPR,06:00,6h 30m,5,,,,,,,S,SL 3A 2A,365 km,56 km/hr,12291
12293,Mumbai LTT-Allahabad...,Drnt,CR,,,LTT,17:25,ALD,12:35,19h 10m,4,,M,,,,F,,3A 2A 1A,1342 km,70 km/hr,12294
12294,Allahabad - Mumbai L...,Drnt,CR,,,ALD,19:30,LTT,14:50,19h 20m,3,,,T,,,,S,3A 2A 1A,1342 km,69 km/hr,12293
12295,Sanghamitra SF Expre...,SF,SWR,,,SBC,09:00,PNBE,09:20,48h 20m,33,S,M,T,W,T,F,S,SL 3A 2A,2722 km,56 km/hr,12296
12296,Sanghamitra SF Expre...,SF,SWR,,,PNBE,19:55,SBC,20:20,48h 25m,34,S,M,T,W,T,F,S,SL 3A 2A,2722 km,56 km/hr,12295
12297,Ahmedabad - Pune AC ...,Drnt,CR,,,ADI,22:30,PUNE,07:10,8h 40m,3,S,,T,,,F,,3A 2A 1A,626 km,72 km/hr,12298
12298,Pune - Ahmedabad AC ...,Drnt,CR,,,PUNE,21:35,ADI,06:15,8h 40m,3,,M,,,T,,S,3A 2A 1A,630 km,72 km/hr,12297
12301,Howrah - New Delhi R...,Raj,ER,,,HWH,16:55,NDLS,10:00,17h 5m,6,,M,T,W,T,F,S,3A 2A 1A,1451 km,84 km/hr,12302
12302,New Delhi - Howrah R...,Raj,ER,,,NDLS,16:55,HWH,09:55,17h 0m,6,S,M,T,W,T,,S,3A 2A 1A,1451 km,85 km/hr,12301
12303,Poorva Express (via ...,SF,ER,,,HWH,08:05,NDLS,07:35,23h 30m,22,,M,T,,,F,S,SL 3A 2A 1A,1531 km,65 km/hr,12304
12304,Poorva Express (via ...,SF,ER,,,NDLS,16:15,HWH,16:55,24h 40m,22,S,,,W,T,,S,SL 3A 2A 1A,1531 km,62 km/hr,12303
12305,Howrah - New Delhi R...,Raj,ER,,,HWH,14:05,NDLS,10:00,19h 55m,7,S,,,,,,,3A 2A 1A,1531 km,76 km/hr,12306
12306,New Delhi - Howrah R...,Raj,ER,,,NDLS,16:55,HWH,12:40,19h 45m,7,,,,,,F,,3A 2A 1A,1531 km,77 km/hr,12305
12307,Howrah - Jodhpur SF ...,SF,ER,,,HWH,23:40,JU,06:35,30h 55m,24,S,M,T,W,T,F,S,SL 3A 2A,1815 km,58 km/hr,12308
12308,Jodhpur-Howrah SF Ex...,SF,ER,,,JU,20:30,HWH,04:00,31h 30m,24,S,M,T,W,T,F,S,SL 3A 2A,1815 km,57 km/hr,12307
12309,Rajendra Nagar Patna...,Raj,ECR,,,RJPB,19:00,NDLS,07:40,12h 40m,4,S,M,T,W,T,F,S,3A 2A 1A,1002 km,79 km/hr,12310
12310,New Delhi-Rajendra N...,Raj,ECR,,,NDLS,17:15,RJPB,06:10,12h 55m,4,S,M,T,W,T,F,S,3A 2A 1A,1002 km,77 km/hr,12309
12311,Kalka Mail,SF,ER,,,HWH,19:40,KLK,04:30,32h 50m,37,S,M,T,W,T,F,S,2S SL 3A 2A 1A,1713 km,52 km/hr,12312
12312,Kalka Mail,SF,ER,,,KLK,23:55,HWH,07:55,32h 0m,38,S,M,T,W,T,F,S,SL 3A 2A 1A,1713 km,53 km/hr,12311
12313,Sealdah - New Delhi ...,Raj,ER,,,SDAH,16:50,NDLS,10:25,17h 35m,6,S,M,T,W,T,F,S,3A 2A 1A,1458 km,82 km/hr,12314
12314,New Delhi - Sealdah ...,Raj,ER,,,NDLS,16:25,SDAH,10:15,17h 50m,6,S,M,T,W,T,F,S,3A 2A 1A,1458 km,81 km/hr,12313
12315,Ananya Express,SF,ER,,,SDAH,13:10,UDZ,03:00,37h 50m,19,,,,,T,,,SL 3A 2A 1A,2144 km,56 km/hr,12316
12316,Ananya Express,SF,ER,,,UDZ,00:20,SDAH,15:10,38h 50m,19,,M,,,,,,SL 3A 2A 1A,2144 km,55 km/hr,12315
12317,Akal Takht Express,SF,ER,,,SDAH,07:40,ASR,17:20,33h 40m,21,S,,,W,,,,SL 3A 2A 1A,1901 km,56 km/hr,12318
12318,Akal Takht Express,SF,ER,,,ASR,05:55,SDAH,15:10,33h 15m,21,,,T,,,F,,SL 3A 2A 1A,1901 km,57 km/hr,12317
12319,Kolkata Chitpur-Agra...,SF,ER,,,KOAA,13:10,AGC,12:00,22h 50m,9,,,,W,,,,SL 3A 2A,1640 km,71 km/hr,12320
12320,Agra Cantt-Kolkata C...,SF,ER,,,AGC,17:00,KOAA,17:20,24h 20m,9,,,,,T,,,SL 3A 2A,1640 km,67 km/hr,12319
12321,Howrah - Mumbai CST ...,SF,ER,,,HWH,22:00,CSTM,11:25,37h 25m,47,S,M,T,W,T,F,S,SL 3A 2A 1A,2177 km,58 km/hr,12322
12322,Mumbai CST - Howrah ...,SF,ER,,,CSTM,21:30,HWH,11:45,38h 15m,48,S,M,T,W,T,F,S,SL 3A 2A 1A,2177 km,56 km/hr,12321
12323,Howrah - New Delhi S...,SF,ER,,,HWH,18:50,NDLS,17:05,22h 15m,7,,,T,,,F,,SL 3A 2A,1451 km,65 km/hr,12324
12324,New Delhi - Howrah S...,SF,ER,,,NDLS,06:55,HWH,06:00,23h 5m,7,S,,,,T,,,SL 3A 2A,1451 km,62 km/hr,12323
12325,Kolkata - Nangal Dam...,SF,ER,,,KOAA,07:40,NLDM,16:00,32h 20m,14,,,,,T,,,SL 3A 2A,1806 km,55 km/hr,12326
12326,Gurumukhi Express,SF,ER,,,NLDM,07:00,KOAA,15:15,32h 15m,15,,,,,,,S,SL 3A 2A,1806 km,55 km/hr,12325
12327,Upasana Express,SF,ER,,,HWH,13:00,DDN,18:10,29h 10m,16,,,T,,,F,,SL 3A 2A,1589 km,54 km/hr,12328
12328,Upasana Express,SF,ER,,,DDN,22:10,HWH,03:15,29h 5m,16,,,,W,,,S,SL 3A 2A,1589 km,54 km/hr,12327
12329,West Bengal Sampark ...,SKr,ER,,,SDAH,13:10,DLI,12:05,22h 55m,5,,,T,,,,,SL 3A 2A 1A,1453 km,63 km/hr,12330
12330,West Bengal Sampark ...,SKr,ER,,,DLI,19:05,SDAH,17:25,22h 20m,5,,,,W,,,,SL 3A 2A 1A,1453 km,65 km/hr,12329
12331,Himgiri Express (PT),SF,ER,,,HWH,23:55,JAT,12:30,36h 35m,30,,,T,,,F,S,SL 3A 2A 1A,2022 km,55 km/hr,12332
12332,Himgiri Express,SF,ER,,,JAT,22:45,HWH,11:45,37h 0m,30,S,M,,,T,,,SL 3A 2A 1A,2022 km,54 km/hr,12331
12333,Vibhuti Express,SF,ER,,,HWH,20:00,ALY,12:00,16h 0m,26,S,M,T,W,T,F,S,SL 3A 2A,883 km,55 km/hr,12334
12334,Vibhuti Express,SF,ER,,,ALY,15:40,HWH,07:30,15h 50m,26,S,M,T,W,T,F,S,SL 3A 2A,883 km,55 km/hr,12333
12335,Bhagalpur - Mumbai L...,SF,ER,,,BGP,09:00,LTT,20:00,35h 0m,37,S,,T,,,F,,SL 3A 2A,1912 km,54 km/hr,12336
12336,Mumbai LTT - Bhagalp...,SF,ER,,,LTT,08:05,BGP,18:30,34h 25m,36,S,,T,,T,,,SL 3A 2A,1912 km,55 km/hr,12335
12337,Shantiniketan Expres...,SF,ER,,,HWH,10:10,BHP,12:25,2h 15m,2,S,M,T,W,T,F,S,2S CC,146 km,65 km/hr,12338
12338,Shantiniketan Expres...,SF,ER,,,BHP,13:10,HWH,15:40,2h 30m,2,S,M,T,W,T,F,S,2S CC,146 km,58 km/hr,12337
12339,Coalfield Express,SF,ER,,,HWH,17:20,DHN,21:40,4h 20m,11,S,M,T,W,T,F,S,2S CC,259 km,59 km/hr,12340
12340,Coalfield Express,SF,ER,,,DHN,05:55,HWH,10:25,4h 30m,11,S,M,T,W,T,F,S,2S CC,259 km,57 km/hr,12339
12341,Agnibina Express,SF,ER,,,HWH,18:20,ASN,21:35,3h 15m,5,S,M,T,W,T,F,S,2S CC,201 km,61 km/hr,12342
12342,Agnibina Express,SF,ER,,,ASN,05:30,HWH,08:45,3h 15m,5,S,M,T,W,T,F,S,2S CC,201 km,61 km/hr,12341
12343,Darjeeling Mail (PT),SF,ER,,,SDAH,22:05,NJP,08:00,9h 55m,4,S,M,T,W,T,F,S,SL 3A 2A 1A,573 km,57 km/hr,12344
12344,Darjeeling Mail,SF,ER,,,HDB,17:00,SDAH,06:00,13h 0m,10,S,M,T,W,T,F,S,SL 3A 2A 1A,630 km,48 km/hr,12343
